Fecha Respuesta,NPS Recomendacion,Satisfaccion Soporte,Edad,Plan Actual,Funciones Favoritas,Comentarios
2025-04-01 08:45:40,10,3,22,Pro,Exportación,Podría mejorar - ID:2502
2024-12-31 14:47:24,2,4,40,Gratuito,API,La interfaz es confusa - ID:2503
2025-11-18 14:14:38,9,1,51,Pro,"API, Dashboard",Precio justo - ID:2504
2025-08-25 16:36:26,0,1,51,Pro,Usuarios,Excelente servicio - ID:2505
2024-11-27 16:07:36,4,5,49,Gratuito,Reportes,Muy rápido - ID:2506
2025-06-15 11:25:17,8,5,35,Gratuito,"Dashboard, API",Podría mejorar - ID:2507
2025-02-14 21:40:37,8,3,54,Básico,"API, Reportes",La interfaz es confusa - ID:2508
2025-06-29 02:42:17,8,5,61,Empresarial,"API, Ninguna, Exportación",Soporte lento - ID:2509
2025-03-19 17:26:33,10,5,18,Gratuito,Dashboard,Excelente servicio - ID:2510
2025-08-31 12:32:44,10,3,51,Gratuito,"Exportación, Dashboard",Podría mejorar - ID:2511
2025-03-10 18:53:11,5,4,45,Gratuito,Ninguna,Soporte lento - ID:2512
2025-08-22 14:46:30,9,5,54,Pro,"Dashboard, Ninguna, API",Muy rápido - ID:2513
2024-12-12 17:36:55,10,3,65,Pro,"Exportación, Reportes, Dashboard",Soporte lento - ID:2514
2025-01-25 22:24:14,9,4,28,Básico,"Exportación, Usuarios",Me encanta el dashboard - ID:2515
2025-05-14 08:15:42,9,1,22,Gratuito,Dashboard,Podría mejorar - ID:2516
2025-02-04 07:22:28,10,4,36,Empresarial,"Reportes, Dashboard, Usuarios",Excelente servicio - ID:2517
2025-05-02 12:23:12,7,1,26,Empresarial,"Ninguna, Usuarios, Reportes",Excelente servicio - ID:2518
2025-01-14 08:14:51,8,4,27,Gratuito,"Ninguna, Exportación, Usuarios",Muy rápido - ID:2519
2025-03-25 15:10:35,2,3,64,Básico,"Exportación, Ninguna, Reportes",Excelente servicio - ID:2520
2025-05-26 02:18:14,9,5,30,Básico,"API, Usuarios",Muy rápido - ID:2521
2025-02-23 22:57:10,9,2,57,Gratuito,Reportes,Demasiados bugs - ID:2522
2024-11-27 21:59:24,0,2,22,Empresarial,"Usuarios, Ninguna",Muy rápido - ID:2523
2025-04-17 11:53:55,10,2,36,Básico,Exportación,Excelente servicio - ID:2524
2025-05-09 03:47:41,8,5,39,Empresarial,"Exportación, Dashboard, Ninguna",Excelente servicio - ID:2525
2025-08-07 07:35:23,10,2,20,Pro,"Ninguna, Exportación",Excelente servicio - ID:2526
2025-01-08 04:30:53,9,4,23,Pro,"Exportación, Ninguna",La interfaz es confusa - ID:2527
2025-07-08 13:25:55,10,4,33,Pro,Ninguna,Podría mejorar - ID:2528
2025-08-18 13:06:47,4,2,51,Pro,Dashboard,Demasiados bugs - ID:2529
2025-10-27 07:02:19,10,1,56,Gratuito,"API, Usuarios, Exportación",Soporte lento - ID:2530
2024-12-14 07:20:32,8,5,53,Gratuito,"API, Exportación, Reportes",Excelente servicio - ID:2531
2025-11-05 20:16:05,10,4,19,Gratuito,"Usuarios, Reportes",Demasiados bugs - ID:2532
2025-03-28 14:05:13,9,1,58,Empresarial,Usuarios,Muy rápido - ID:2533
2025-07-06 09:27:44,6,3,36,Básico,Ninguna,La interfaz es confusa - ID:2534
2025-08-18 06:41:41,8,5,43,Pro,"Reportes, Dashboard, Exportación",Precio justo - ID:2535
2024-12-22 22:30:35,7,1,33,Pro,"API, Exportación, Usuarios",Me encanta el dashboard - ID:2536
2025-07-23 00:59:34,9,1,19,Básico,Dashboard,Podría mejorar - ID:2537
2025-03-02 19:00:56,10,2,46,Básico,API,Precio justo - ID:2538
2025-04-20 10:34:55,3,4,50,Pro,Reportes,Muy rápido - ID:2539
2025-05-26 20:53:16,9,3,38,Gratuito,"Reportes, Dashboard, Usuarios",Precio justo - ID:2540
2025-05-25 17:45:08,8,4,55,Empresarial,Reportes,Muy rápido - ID:2541
2025-10-07 09:47:26,10,4,61,Pro,Exportación,La interfaz es confusa - ID:2542
2025-03-29 23:50:57,9,1,58,Básico,"Dashboard, Ninguna, Reportes",Me encanta el dashboard - ID:2543
2024-12-30 15:32:56,7,3,53,Pro,"Usuarios, Ninguna, API",La interfaz es confusa - ID:2544
2025-02-24 00:19:19,8,4,64,Gratuito,API,Podría mejorar - ID:2545
2025-01-10 19:25:53,8,3,41,Básico,Dashboard,Excelente servicio - ID:2546
2025-07-20 22:48:15,8,1,51,Pro,Usuarios,La interfaz es confusa - ID:2547
2025-01-27 02:34:52,8,5,53,Empresarial,"Exportación, Reportes, Ninguna",Soporte lento - ID:2548
2025-06-30 19:48:34,10,4,30,Empresarial,"Dashboard, Reportes, Exportación",Podría mejorar - ID:2549
2025-01-15 04:55:12,2,2,26,Básico,API,Soporte lento - ID:2550
2025-03-11 03:17:10,3,3,41,Básico,Dashboard,Excelente servicio - ID:2551
2025-04-12 12:45:23,10,1,24,Gratuito,"Exportación, API",Muy rápido - ID:2552
2025-08-27 09:53:31,3,5,58,Empresarial,Dashboard,Demasiados bugs - ID:2553
2025-08-25 20:51:30,7,2,33,Empresarial,"API, Ninguna, Exportación",Me encanta el dashboard - ID:2554
2025-04-24 16:54:48,9,1,31,Gratuito,"Reportes, API",Excelente servicio - ID:2555
2024-12-11 07:12:16,7,3,39,Pro,"Exportación, Usuarios, API",Podría mejorar - ID:2556
2025-06-24 00:32:10,9,2,18,Empresarial,Reportes,Soporte lento - ID:2557
2025-01-06 12:22:18,1,1,63,Pro,"Dashboard, Ninguna",Soporte lento - ID:2558
2025-02-16 04:39:29,0,3,47,Gratuito,"Ninguna, Usuarios",Muy rápido - ID:2559
2024-12-25 18:38:30,10,1,60,Básico,"Usuarios, Reportes",Excelente servicio - ID:2560
2024-12-08 00:13:47,9,1,51,Gratuito,"Reportes, Usuarios, Exportación",Podría mejorar - ID:2561
2025-09-20 21:14:48,10,4,47,Básico,"Exportación, Usuarios, Reportes",Precio justo - ID:2562
2025-09-19 06:31:15,6,2,65,Pro,"API, Ninguna, Usuarios",Soporte lento - ID:2563
2024-11-29 09:31:44,7,4,26,Gratuito,Ninguna,Demasiados bugs - ID:2564
2025-07-10 12:47:44,4,3,32,Pro,"Exportación, Dashboard, Reportes",Excelente servicio - ID:2565
2025-05-27 13:32:36,0,4,23,Pro,Dashboard,Me encanta el dashboard - ID:2566
2025-07-15 09:37:50,3,5,60,Empresarial,Usuarios,Excelente servicio - ID:2567
2025-09-29 20:02:44,8,2,42,Gratuito,"API, Ninguna",Demasiados bugs - ID:2568
2025-02-23 21:40:39,7,5,47,Empresarial,Usuarios,Muy rápido - ID:2569
2024-11-21 14:53:00,9,3,21,Básico,"Usuarios, Reportes",Muy rápido - ID:2570
2025-09-08 01:53:06,10,2,26,Gratuito,Usuarios,Excelente servicio - ID:2571
2025-06-13 20:45:55,8,4,20,Empresarial,Reportes,Podría mejorar - ID:2572
2025-09-27 02:26:22,9,1,40,Gratuito,"Ninguna, Usuarios, API",Demasiados bugs - ID:2573
2025-01-27 07:12:01,8,4,36,Gratuito,Ninguna,Precio justo - ID:2574
2025-01-15 19:03:50,9,4,53,Empresarial,"API, Exportación, Reportes",La interfaz es confusa - ID:2575
2025-04-13 19:13:27,10,2,34,Empresarial,"Reportes, Usuarios",Me encanta el dashboard - ID:2576
2025-07-07 16:15:30,10,1,58,Básico,"API, Ninguna",Demasiados bugs - ID:2577
2025-10-14 19:53:10,10,1,61,Pro,"Dashboard, API",Podría mejorar - ID:2578
2025-10-23 09:27:31,6,1,18,Pro,"Reportes, Dashboard, Exportación",Podría mejorar - ID:2579
2025-08-27 20:06:40,7,5,57,Gratuito,"Reportes, Ninguna, Exportación",La interfaz es confusa - ID:2580
2025-09-07 01:42:42,9,4,50,Básico,"Ninguna, API, Dashboard",La interfaz es confusa - ID:2581
2024-12-24 05:50:06,3,1,62,Pro,"Usuarios, Ninguna",Soporte lento - ID:2582
2024-12-12 19:40:20,10,3,57,Básico,"Ninguna, Dashboard",Muy rápido - ID:2583
2025-07-20 02:09:38,10,4,22,Pro,Exportación,Excelente servicio - ID:2584
2025-10-06 02:42:17,10,2,22,Básico,Reportes,Podría mejorar - ID:2585
2025-06-09 01:32:04,9,4,44,Pro,"Usuarios, Exportación",Me encanta el dashboard - ID:2586
2025-11-12 01:39:36,6,3,65,Empresarial,"Usuarios, Exportación, Reportes",Excelente servicio - ID:2587
2025-11-02 10:41:56,9,3,34,Pro,"Reportes, Usuarios, Exportación",Me encanta el dashboard - ID:2588
2025-02-17 10:28:55,6,3,39,Pro,"Usuarios, Reportes",Excelente servicio - ID:2589
2025-01-26 06:21:14,0,3,27,Básico,"Exportación, Ninguna, API",Soporte lento - ID:2590
2024-12-21 04:20:28,9,2,29,Pro,"Usuarios, Reportes",Precio justo - ID:2591
2025-10-05 10:58:02,4,2,56,Empresarial,API,Podría mejorar - ID:2592
2025-11-02 05:41:23,0,4,46,Empresarial,"Exportación, Usuarios, API",Me encanta el dashboard - ID:2593
2025-05-31 19:04:52,10,2,39,Pro,"API, Reportes",La interfaz es confusa - ID:2594
2025-05-19 11:35:22,7,5,50,Básico,"API, Ninguna",Precio justo - ID:2595
2025-02-19 03:30:53,7,3,29,Gratuito,Dashboard,La interfaz es confusa - ID:2596
2025-10-18 02:13:27,2,5,38,Gratuito,"Ninguna, Reportes",La interfaz es confusa - ID:2597
2025-08-16 16:43:12,10,5,30,Básico,"Reportes, API, Usuarios",Demasiados bugs - ID:2598
2025-04-06 02:57:22,9,5,22,Pro,Exportación,Soporte lento - ID:2599
2024-12-17 13:07:47,3,5,60,Pro,"Dashboard, Reportes",Podría mejorar - ID:2600
2025-06-09 12:39:36,9,4,20,Básico,"Reportes, Ninguna, Dashboard",Excelente servicio - ID:2601
2025-01-10 17:33:41,10,2,57,Básico,"Dashboard, Exportación",Precio justo - ID:2602
2025-07-24 07:57:48,4,5,42,Pro,"Exportación, Reportes, Dashboard",Demasiados bugs - ID:2603
2025-10-10 05:02:25,7,5,58,Gratuito,"API, Exportación",Muy rápido - ID:2604
2025-06-20 11:28:28,3,5,25,Empresarial,"Exportación, Ninguna",Precio justo - ID:2605
2025-01-13 09:42:35,10,3,19,Pro,"Dashboard, Ninguna, Exportación",La interfaz es confusa - ID:2606
2024-12-22 11:28:59,9,5,38,Pro,"Ninguna, Reportes",Excelente servicio - ID:2607
2025-04-27 07:11:49,6,3,18,Pro,"Dashboard, Exportación, Usuarios",Demasiados bugs - ID:2608
2025-03-03 03:15:13,9,3,65,Básico,Exportación,La interfaz es confusa - ID:2609
2025-07-17 07:34:15,10,5,24,Gratuito,"API, Usuarios, Dashboard",La interfaz es confusa - ID:2610
2025-05-24 18:44:49,10,3,18,Básico,Usuarios,Demasiados bugs - ID:2611
2024-11-25 16:25:26,10,2,44,Empresarial,Reportes,Demasiados bugs - ID:2612
2025-08-30 15:39:55,8,3,45,Empresarial,"Reportes, Dashboard, API",Me encanta el dashboard - ID:2613
2025-07-06 01:25:14,1,3,45,Empresarial,Ninguna,La interfaz es confusa - ID:2614
2025-08-30 02:51:34,10,1,30,Pro,"Reportes, Ninguna",Podría mejorar - ID:2615
2025-01-20 06:40:42,8,1,58,Pro,"Reportes, Exportación",Soporte lento - ID:2616
2025-07-25 18:42:14,10,1,25,Pro,"Dashboard, Ninguna, API",Me encanta el dashboard - ID:2617
2024-11-20 22:25:57,9,5,60,Gratuito,"Reportes, Ninguna",Demasiados bugs - ID:2618
2024-12-29 22:08:33,10,1,32,Empresarial,Reportes,La interfaz es confusa - ID:2619
2025-06-08 09:30:29,5,2,57,Básico,Reportes,La interfaz es confusa - ID:2620
2024-12-10 19:29:53,10,2,23,Gratuito,Dashboard,Soporte lento - ID:2621
2025-08-12 06:17:19,9,5,41,Empresarial,"Exportación, Usuarios, API",Excelente servicio - ID:2622
2025-07-31 13:29:39,10,4,27,Empresarial,Exportación,La interfaz es confusa - ID:2623
2025-09-01 15:19:42,9,5,54,Empresarial,"Usuarios, Reportes",Me encanta el dashboard - ID:2624
2025-07-14 13:03:51,2,1,52,Pro,Dashboard,La interfaz es confusa - ID:2625
2025-06-28 03:27:26,8,4,44,Gratuito,"Exportación, Reportes",Podría mejorar - ID:2626
2025-04-14 02:23:28,9,3,43,Pro,Usuarios,Muy rápido - ID:2627
2025-07-17 03:48:41,6,3,32,Gratuito,"Dashboard, Ninguna, API",La interfaz es confusa - ID:2628
2025-02-10 08:02:27,0,1,54,Básico,"Dashboard, API, Ninguna",Muy rápido - ID:2629
2024-12-07 04:15:21,1,5,18,Pro,"Usuarios, Exportación, Reportes",La interfaz es confusa - ID:2630
2024-11-23 20:35:35,8,5,57,Pro,"Ninguna, Dashboard, API",La interfaz es confusa - ID:2631
2025-07-15 18:25:38,9,2,34,Pro,Reportes,Precio justo - ID:2632
2025-02-01 03:30:00,8,3,34,Gratuito,Usuarios,Podría mejorar - ID:2633
2025-08-04 08:38:22,8,5,23,Básico,Ninguna,Excelente servicio - ID:2634
2025-06-11 11:39:58,9,1,65,Gratuito,"API, Dashboard, Ninguna",La interfaz es confusa - ID:2635
2025-03-27 15:11:01,4,4,37,Pro,"Ninguna, Exportación, Usuarios",Demasiados bugs - ID:2636
2025-01-22 23:35:32,2,1,42,Gratuito,Ninguna,Muy rápido - ID:2637
2025-03-07 21:22:15,9,2,65,Empresarial,"API, Dashboard",Muy rápido - ID:2638
2025-05-02 17:33:42,7,5,65,Empresarial,"Dashboard, API, Usuarios",Muy rápido - ID:2639
2025-06-08 22:04:39,10,5,60,Empresarial,"Dashboard, Usuarios",Podría mejorar - ID:2640
2024-11-22 19:20:44,7,3,65,Gratuito,"Usuarios, Dashboard",Podría mejorar - ID:2641
2025-01-26 04:41:24,6,1,46,Gratuito,"Exportación, API, Dashboard",Me encanta el dashboard - ID:2642
2025-04-22 01:20:02,10,5,18,Básico,"Exportación, Reportes",Demasiados bugs - ID:2643
2024-12-04 12:58:57,7,4,38,Empresarial,"Reportes, Ninguna",La interfaz es confusa - ID:2644
2024-12-26 20:36:26,10,1,30,Empresarial,"Exportación, Ninguna, Reportes",Muy rápido - ID:2645
2025-08-04 13:41:17,10,5,37,Empresarial,Dashboard,La interfaz es confusa - ID:2646
2025-10-07 06:44:16,4,4,52,Gratuito,"Exportación, Usuarios",Podría mejorar - ID:2647
2025-02-20 00:04:08,3,3,53,Pro,"Ninguna, Exportación, API",Demasiados bugs - ID:2648
2025-11-13 10:11:44,8,5,45,Pro,"Exportación, API",Excelente servicio - ID:2649
2025-08-30 11:44:28,6,2,28,Básico,Reportes,Me encanta el dashboard - ID:2650
2025-02-05 15:07:30,8,4,18,Gratuito,API,Muy rápido - ID:2651
2025-10-19 21:16:46,6,2,18,Básico,"API, Usuarios",Demasiados bugs - ID:2652
2025-04-30 13:15:56,10,5,36,Empresarial,API,Precio justo - ID:2653
2025-02-21 11:01:10,10,1,21,Gratuito,Usuarios,Muy rápido - ID:2654
2024-12-23 08:42:16,8,4,61,Pro,"API, Usuarios, Exportación",Soporte lento - ID:2655
2024-12-24 16:41:44,10,4,44,Pro,"Usuarios, Exportación, Dashboard",Soporte lento - ID:2656
2024-12-03 14:37:34,9,3,48,Empresarial,"API, Exportación, Ninguna",La interfaz es confusa - ID:2657
2025-01-28 07:15:39,10,3,46,Gratuito,"API, Dashboard",Demasiados bugs - ID:2658
2025-11-08 06:15:25,9,3,52,Pro,"Dashboard, Exportación, Reportes",Precio justo - ID:2659
2025-05-14 12:58:30,10,5,35,Pro,Dashboard,Precio justo - ID:2660
2025-04-02 16:01:22,5,2,33,Pro,"Usuarios, Ninguna, Reportes",Me encanta el dashboard - ID:2661
2025-07-31 04:04:02,4,2,42,Gratuito,"Exportación, Reportes, API",Soporte lento - ID:2662
2025-04-05 10:12:06,8,4,53,Básico,"Reportes, Usuarios",Demasiados bugs - ID:2663
2025-07-19 01:56:29,8,5,36,Básico,"Dashboard, Exportación, Reportes",Podría mejorar - ID:2664
2025-08-02 19:16:07,9,1,22,Pro,"API, Exportación",Precio justo - ID:2665
2025-09-20 02:49:53,9,5,60,Básico,Ninguna,Demasiados bugs - ID:2666
2025-09-27 12:33:08,9,3,49,Gratuito,"Usuarios, Reportes, Exportación",Demasiados bugs - ID:2667
2025-05-06 11:07:28,10,2,34,Básico,Ninguna,Podría mejorar - ID:2668
2025-05-29 22:03:54,10,1,33,Gratuito,"API, Exportación, Reportes",Precio justo - ID:2669
2025-03-31 18:54:03,10,4,33,Básico,Reportes,Soporte lento - ID:2670
2025-08-07 12:31:14,9,5,40,Gratuito,Ninguna,Soporte lento - ID:2671
2025-09-24 01:38:01,7,5,64,Gratuito,"Reportes, Usuarios, Exportación",Podría mejorar - ID:2672
2025-03-09 12:51:41,3,2,39,Pro,Exportación,La interfaz es confusa - ID:2673
2025-05-15 17:05:25,4,1,63,Pro,"Ninguna, API",Me encanta el dashboard - ID:2674
2025-07-30 19:47:38,3,4,24,Básico,API,Soporte lento - ID:2675
2025-11-03 04:08:16,10,5,65,Básico,"API, Exportación, Reportes",Muy rápido - ID:2676
2024-12-17 01:20:19,9,3,41,Gratuito,Dashboard,Podría mejorar - ID:2677
2025-05-29 22:56:32,10,5,18,Básico,"API, Exportación",Demasiados bugs - ID:2678
2025-04-14 19:05:34,10,2,33,Empresarial,"Ninguna, API",Excelente servicio - ID:2679
2025-11-19 02:04:16,8,4,44,Empresarial,"Ninguna, Reportes, Usuarios",Demasiados bugs - ID:2680
2025-05-24 12:43:48,9,5,34,Gratuito,"Exportación, Reportes, Usuarios",Demasiados bugs - ID:2681
2025-08-31 16:36:38,10,3,61,Pro,Reportes,Precio justo - ID:2682
2024-12-06 00:29:52,7,5,34,Empresarial,"Usuarios, API",Precio justo - ID:2683
2025-04-09 22:24:56,4,5,24,Básico,Usuarios,Precio justo - ID:2684
2025-08-01 12:30:57,9,5,26,Pro,"Usuarios, Reportes, Ninguna",Podría mejorar - ID:2685
2025-01-07 15:04:20,10,3,19,Pro,Dashboard,Me encanta el dashboard - ID:2686
2025-05-21 15:15:14,8,5,56,Empresarial,"Usuarios, Dashboard",Precio justo - ID:2687
2025-03-07 16:23:05,9,3,28,Básico,"Reportes, Ninguna",Precio justo - ID:2688
2025-10-25 02:51:02,2,3,31,Empresarial,Dashboard,La interfaz es confusa - ID:2689
2025-05-07 01:10:28,2,5,51,Básico,"Exportación, API, Ninguna",Excelente servicio - ID:2690
2025-05-30 04:29:28,8,4,53,Empresarial,Ninguna,Demasiados bugs - ID:2691
2025-01-25 12:18:55,9,4,55,Empresarial,"Dashboard, Usuarios",Excelente servicio - ID:2692
2025-04-28 09:40:56,8,4,60,Básico,API,Muy rápido - ID:2693
2025-04-12 16:07:23,5,3,61,Gratuito,"Usuarios, API",Soporte lento - ID:2694
2025-03-31 17:51:54,7,1,35,Básico,"Ninguna, Dashboard",Podría mejorar - ID:2695
2025-05-31 23:50:25,9,1,36,Gratuito,"Ninguna, Exportación",Muy rápido - ID:2696
2025-08-11 11:43:44,0,1,26,Pro,"Ninguna, Exportación",Excelente servicio - ID:2697
2025-06-05 18:35:31,7,1,43,Gratuito,"Exportación, Reportes, API",Soporte lento - ID:2698
2025-07-25 10:57:15,7,3,23,Básico,"Exportación, Dashboard, Usuarios",Precio justo - ID:2699
2025-01-07 20:27:22,7,3,30,Empresarial,"Ninguna, Usuarios, Exportación",La interfaz es confusa - ID:2700
2025-09-08 22:01:52,10,5,37,Gratuito,"Exportación, Usuarios, Dashboard",Excelente servicio - ID:2701
2025-07-10 20:56:07,9,2,56,Gratuito,"Reportes, Usuarios",Me encanta el dashboard - ID:2702
2025-05-25 14:41:32,6,5,20,Básico,"Usuarios, Dashboard, API",Precio justo - ID:2703
2025-07-23 21:36:20,10,3,64,Empresarial,Ninguna,Muy rápido - ID:2704
2025-06-01 08:01:37,8,4,64,Empresarial,"Reportes, API, Ninguna",Soporte lento - ID:2705
2025-07-08 03:53:55,10,1,21,Empresarial,"Ninguna, Reportes",Podría mejorar - ID:2706
2025-07-01 14:36:27,7,4,40,Empresarial,"Dashboard, Ninguna, API",Soporte lento - ID:2707
2025-06-20 14:30:20,6,1,57,Básico,Reportes,Excelente servicio - ID:2708
2025-01-21 15:15:48,6,1,50,Pro,Ninguna,Muy rápido - ID:2709
2025-05-22 16:07:27,9,1,38,Pro,"Dashboard, Usuarios",Precio justo - ID:2710
2025-07-18 04:29:19,9,4,27,Gratuito,API,Me encanta el dashboard - ID:2711
2025-09-26 11:32:38,10,2,31,Empresarial,Usuarios,Muy rápido - ID:2712
2025-02-01 03:14:23,6,2,49,Empresarial,Reportes,Demasiados bugs - ID:2713
2025-11-12 17:35:47,3,3,46,Básico,Reportes,Excelente servicio - ID:2714
2025-07-01 02:49:17,8,4,45,Básico,"Dashboard, API, Exportación",Demasiados bugs - ID:2715
2025-04-02 13:18:54,0,1,27,Gratuito,"Ninguna, API",Me encanta el dashboard - ID:2716
2024-12-14 18:54:48,9,1,46,Pro,"API, Usuarios",Precio justo - ID:2717
2025-06-02 03:42:01,8,1,41,Básico,"Ninguna, Usuarios",Demasiados bugs - ID:2718
2025-07-04 00:45:41,7,4,42,Pro,"Reportes, Ninguna",La interfaz es confusa - ID:2719
2025-07-07 10:05:52,10,1,37,Gratuito,"Reportes, Usuarios, API",Soporte lento - ID:2720
2025-03-27 05:06:15,10,3,33,Pro,API,Me encanta el dashboard - ID:2721
2025-05-28 06:39:51,10,4,62,Básico,Ninguna,Soporte lento - ID:2722
2025-11-10 06:16:43,7,1,33,Gratuito,Exportación,Muy rápido - ID:2723
2025-06-29 04:35:19,7,4,63,Gratuito,Reportes,Soporte lento - ID:2724
2024-12-08 22:47:02,3,1,48,Pro,"Dashboard, API",Precio justo - ID:2725
2025-08-28 20:39:15,4,3,35,Gratuito,Ninguna,Excelente servicio - ID:2726
2025-11-16 00:57:02,8,1,42,Básico,"Exportación, Dashboard, API",Me encanta el dashboard - ID:2727
2025-10-31 11:29:04,8,1,58,Pro,"API, Exportación, Dashboard",La interfaz es confusa - ID:2728
2025-04-11 15:46:08,7,3,23,Básico,"Exportación, API, Ninguna",La interfaz es confusa - ID:2729
2024-12-01 06:25:23,10,5,23,Pro,Exportación,Excelente servicio - ID:2730
2025-08-02 17:59:15,10,2,55,Empresarial,Dashboard,Muy rápido - ID:2731
2025-03-14 07:31:15,8,3,41,Pro,Reportes,Precio justo - ID:2732
2024-11-30 17:29:24,4,4,32,Básico,"API, Reportes",Precio justo - ID:2733
2025-02-06 16:54:46,7,1,21,Empresarial,"Exportación, Ninguna",Soporte lento - ID:2734
2025-04-13 21:58:52,9,2,50,Empresarial,"Dashboard, API, Exportación",Me encanta el dashboard - ID:2735
2025-02-20 16:13:30,9,2,65,Gratuito,"Usuarios, Reportes",La interfaz es confusa - ID:2736
2024-12-15 21:41:04,2,1,24,Empresarial,Dashboard,Demasiados bugs - ID:2737
2025-07-06 23:12:12,10,5,42,Empresarial,"Dashboard, Usuarios, Reportes",Podría mejorar - ID:2738
2025-11-07 23:42:45,10,1,35,Gratuito,Usuarios,Demasiados bugs - ID:2739
2025-04-20 22:50:25,7,5,59,Básico,Exportación,Muy rápido - ID:2740
2025-10-24 15:00:45,8,2,34,Empresarial,"Usuarios, Reportes",Podría mejorar - ID:2741
2025-02-23 21:40:38,9,4,53,Pro,"API, Exportación, Usuarios",Podría mejorar - ID:2742
2025-01-03 00:22:26,10,4,19,Básico,Dashboard,Soporte lento - ID:2743
2025-08-30 20:41:29,10,4,48,Gratuito,Dashboard,Me encanta el dashboard - ID:2744
2025-09-11 07:42:10,5,1,52,Gratuito,"Reportes, Dashboard, Ninguna",Excelente servicio - ID:2745
2025-02-20 02:57:43,9,2,38,Pro,Reportes,La interfaz es confusa - ID:2746
2024-12-26 15:10:26,9,4,23,Básico,API,La interfaz es confusa - ID:2747
2025-03-05 10:33:57,9,5,39,Gratuito,"Ninguna, Dashboard",Podría mejorar - ID:2748
2024-12-24 09:02:22,2,1,40,Gratuito,"Ninguna, Exportación, API",Demasiados bugs - ID:2749
2025-08-28 01:38:05,9,4,63,Básico,API,Me encanta el dashboard - ID:2750
2025-11-01 02:50:21,5,5,18,Gratuito,"Ninguna, Exportación",Demasiados bugs - ID:2751
2025-10-25 18:15:33,8,1,37,Pro,"API, Exportación",Precio justo - ID:2752
2025-03-25 11:39:14,10,4,42,Empresarial,Dashboard,Demasiados bugs - ID:2753
2025-06-27 17:38:36,8,5,20,Básico,Exportación,Precio justo - ID:2754
2025-08-05 23:13:14,0,1,58,Empresarial,"Reportes, Exportación, Usuarios",Podría mejorar - ID:2755
2024-11-27 02:53:55,9,3,59,Gratuito,Exportación,Soporte lento - ID:2756
2025-05-05 08:30:46,5,3,44,Pro,Exportación,Precio justo - ID:2757
2024-11-30 06:02:19,10,2,51,Empresarial,API,Me encanta el dashboard - ID:2758
2025-01-06 18:14:19,10,1,28,Empresarial,Usuarios,Soporte lento - ID:2759
2025-02-09 13:50:08,5,3,27,Básico,Dashboard,Soporte lento - ID:2760
2025-11-04 08:03:11,7,4,23,Pro,"Dashboard, Ninguna",Demasiados bugs - ID:2761
2025-02-10 01:15:07,9,5,24,Pro,"Ninguna, API",Soporte lento - ID:2762
2025-08-07 15:41:28,9,4,31,Empresarial,Reportes,Soporte lento - ID:2763
2025-06-12 03:54:29,9,4,35,Básico,"Reportes, Usuarios, Exportación",La interfaz es confusa - ID:2764
2025-05-22 19:01:07,4,3,37,Pro,"Usuarios, Dashboard",Excelente servicio - ID:2765
2025-08-26 05:52:40,8,2,44,Empresarial,"Exportación, API, Ninguna",Me encanta el dashboard - ID:2766
2025-11-15 19:29:44,10,5,30,Gratuito,"Exportación, Reportes, Usuarios",Soporte lento - ID:2767
2025-02-08 18:08:38,10,5,51,Básico,"Exportación, Dashboard",Muy rápido - ID:2768
2025-06-01 08:23:10,10,4,41,Básico,Usuarios,Demasiados bugs - ID:2769
2025-01-19 23:18:09,10,3,35,Gratuito,"Dashboard, API",Demasiados bugs - ID:2770
2025-02-06 17:59:39,2,4,45,Pro,"API, Usuarios, Exportación",Demasiados bugs - ID:2771
2025-03-17 01:00:12,2,3,41,Pro,API,Podría mejorar - ID:2772
2025-06-26 11:55:21,10,4,61,Básico,"Exportación, Dashboard, API",La interfaz es confusa - ID:2773
2025-08-05 10:20:23,7,1,27,Pro,"API, Exportación",La interfaz es confusa - ID:2774
2025-05-13 14:15:23,7,5,56,Empresarial,"Usuarios, Dashboard, Reportes",Demasiados bugs - ID:2775
2025-04-28 09:07:54,10,1,48,Empresarial,Ninguna,Soporte lento - ID:2776
2025-04-24 08:27:56,10,2,48,Pro,"Usuarios, Ninguna",Muy rápido - ID:2777
2025-07-20 06:41:40,4,1,62,Básico,"Dashboard, Reportes",Demasiados bugs - ID:2778
2024-12-10 10:05:56,8,4,27,Pro,"Exportación, Usuarios, Dashboard",Excelente servicio - ID:2779
2024-12-23 16:16:46,10,4,59,Pro,"Dashboard, Usuarios",Precio justo - ID:2780
2024-11-19 14:51:37,7,5,50,Gratuito,"Ninguna, Usuarios",Muy rápido - ID:2781
2024-12-17 17:00:29,7,5,60,Empresarial,Usuarios,Precio justo - ID:2782
2025-04-18 19:31:35,10,2,52,Básico,"API, Dashboard, Reportes",Me encanta el dashboard - ID:2783
2025-07-08 04:22:25,9,4,19,Gratuito,API,Podría mejorar - ID:2784
2025-07-12 15:04:02,5,3,54,Básico,Ninguna,Precio justo - ID:2785
2025-01-04 06:11:11,10,4,34,Pro,Usuarios,Podría mejorar - ID:2786
2025-04-23 20:33:59,9,2,53,Empresarial,"Usuarios, Ninguna",Soporte lento - ID:2787
2025-06-14 07:01:34,10,5,39,Gratuito,"Reportes, API",Me encanta el dashboard - ID:2788
